"docid"	"segmentid"	"text"	"ANNOTATOR1"	"ANNOTATOR2"	"MERGED"
"masc_jokes6.txt"	"93"	""	"NONE"	"NONE"	"NONE"
"masc_jokes6.txt"	"94"	"Mistakes"	"NONE"	"NONE"	"NONE"
"masc_jokes6.txt"	"95"	"On his way out of church, Frank stopped at the door to speak to the minister."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"96"	"""Would it be right,"""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"97"	"he asked,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"98"	"""for a person to profit from the mistakes of another?"""	"DYNAMIC"	"NONE"	"NONE"
"masc_jokes6.txt"	"99"	"""Absolutely not!"""	"NONE"	"NONE"	"NONE"
"masc_jokes6.txt"	"100"	"replied the pastor."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"101"	"""In that case,"" said the young man,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"102"	"""I wonder"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"103"	"if you'd consider returning the hundred dollars"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"104"	"I paid you to marry my wife and me last July."""	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"105"	""	"NONE"	"NONE"	"NONE"
"masc_jokes6.txt"	"106"	"These are all true - probably."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"107"	"Rome did not create a great empire by having meetings,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"108"	"they did it by killing anybody"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"109"	"who opposed them."	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_jokes6.txt"	"110"	"If you can stay calm,"	"DYNAMIC"	"STATIVE"	"BOTH"
"masc_jokes6.txt"	"111"	"while all around you is chaos..."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"112"	"then you probably haven't completely understood the seriousness of the situation."	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_jokes6.txt"	"113"	"Doing a job RIGHT"	"NONE"	"DYNAMIC"	"NONE"
"masc_jokes6.txt"	"114"	"the first time gets the job"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"115"	"done."	"NONE"	"NONE"	"NONE"
"masc_jokes6.txt"	"116"	"Doing the job"	"NONE"	"DYNAMIC"	"NONE"
"masc_jokes6.txt"	"117"	"WRONG fourteen times gives you job security."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"118"	"It is hard to soar like an eagle"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"119"	"when you are surrounded by turkeys;"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"120"	"but on the other hand, although eagles may soar, turkeys don't get sucked into jet engines."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"121"	"A person who smiles in the face of adversity...probably has already figured out"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"122"	"who's the scapegoat."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"123"	"Plagiarism saves time."	"DYNAMIC"	"STATIVE"	"BOTH"
"masc_jokes6.txt"	"124"	""	"NONE"	"NONE"	"NONE"
"masc_jokes6.txt"	"125"	"Management"	"NONE"	"NONE"	"NONE"
"masc_jokes6.txt"	"126"	"If at first you don't succeed, try management."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"127"	"Never put off until tomorrow"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"128"	"what you can avoid altogether."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"129"	"TEAMWORK...means never having to take all the blame yourself."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"130"	"The beatings will continue until morale improves."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"131"	"Never underestimate the power of very stupid people in large groups."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"132"	"We waste time,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"133"	"so you don't have to."	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_jokes6.txt"	"134"	"Hang in there,"	"DYNAMIC"	"STATIVE"	"BOTH"
"masc_jokes6.txt"	"135"	"retirement is only thirty years away!"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"136"	"Go the extra mile."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"137"	"It makes your boss look like an incompetent slacker."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"138"	"A snooze button is a poor substitute for no alarm clock at all."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"139"	"When the going gets tough, the tough take a coffee break."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"140"	"INDECISION is the key to FLEXIBILITY."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"141"	"Succeed in spite of management."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"142"	"Aim Low,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"143"	"Reach Your Goals,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"144"	"Avoid Disappointment"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"145"	""	"NONE"	"NONE"	"NONE"
"masc_jokes6.txt"	"146"	"Things To Ponder"	"NONE"	"NONE"	"NONE"
"masc_jokes6.txt"	"147"	"1. Why do they call it a TV set,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"148"	"when you only get one?"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"149"	"2. Why is the third hand on the watch"	"NONE"	"STATIVE"	"NONE"
"masc_jokes6.txt"	"150"	"called the second hand?"	"STATIVE"	"NONE"	"NONE"
"masc_jokes6.txt"	"151"	"3. If a word is misspelled in the dictionary, would we ever know?"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"152"	"4. If Webster wrote the first dictionary, where did he find the words?"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"153"	"5. Why do we say"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"154"	"something is out of whack?"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"155"	"What is a whack?"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"156"	"6. How can ""slow down"""	"NONE"	"STATIVE"	"NONE"
"masc_jokes6.txt"	"157"	"and ""slow up"" mean the same thing?"	"STATIVE"	"NONE"	"NONE"
"masc_jokes6.txt"	"158"	"7. Why do ""fat chance"" and ""slim chance"" mean the same thing?"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"159"	"8. Why do 'tug' boats push barges?"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"160"	"9. Why do we sing ""Take me out to the ball game"""	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"161"	"when we are already there?"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"162"	"10. Why are they called ""stands"""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"163"	"when they are made for sitting?"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"164"	"11. Why is it called ""after dark"" when it really is ""after light""?"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"165"	"12. If one ""expected the unexpected"""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"166"	"then the unexpected couldn't exist, Right?"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_jokes6.txt"	"167"	"13. Why are a 'wise man' and a 'wise guy' opposites?"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"168"	"14. Why do 'overlook and 'oversee' mean opposite things?"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"169"	"15. Why is phonics not spelled the way"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"170"	"it sounds?"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"171"	"16. If work is so terrific, why do they have to pay you to do it?"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_jokes6.txt"	"172"	"17. If all the world is a stage, where is the audience sitting?"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"173"	"18. If love is blind, why is fancy lingerie so popular?"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"174"	"19. If you are cross-eyed"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"175"	"and have dyslexia, can you then read all right?"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_jokes6.txt"	"176"	"20. Why is bra singular and panties plural?"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"177"	"21. Why do you press harder on the buttons of a remote control"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"178"	"when you know"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"179"	"the batteries are dead?"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"180"	"22. How come"	"NONE"	"NONE"	"NONE"
"masc_jokes6.txt"	"181"	"abbreviated is such a long word?"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"182"	""	"NONE"	"NONE"	"NONE"
"masc_jokes6.txt"	"183"	"What's The Difference??"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"184"	"A young girl who was writing a paper for school came to her father"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"185"	"and asked, ""Dad,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"186"	"what is the difference between anger and exasperation?"""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"187"	"The father replied,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"188"	"""It is mostly a matter of degree."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"189"	"Let me show you"	"DYNAMIC"	"STATIVE"	"BOTH"
"masc_jokes6.txt"	"190"	"what I mean."""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"191"	"With that the father went to the telephone"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"192"	"and dialed a number at random."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"193"	"To the man who answered the phone,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"194"	"he said, ""Hello,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"195"	"is Melvin there?"""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"196"	"The man answered,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"197"	"""There is no one"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"198"	"living here"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"199"	"named Melvin."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"200"	"Why don't you learn to look up numbers"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"201"	"before you dial them?"""	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"202"	"""See,"""	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_jokes6.txt"	"203"	"said the father to his daughter."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"204"	"""That man was not a bit happy with our call."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"205"	"He was probably very busy with some-thing"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"206"	"and we annoyed him."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"207"	"Now watch...."""	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"208"	"The father dialed the number again."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"209"	"""Hello, is Melvin there?"""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"210"	", asked the father."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"211"	"""Now look here!"""	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"212"	"came the heated reply."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"213"	"""You just called this number"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"214"	"and I told you"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"215"	"that there is no Melvin here!"	"DYNAMIC"	"STATIVE"	"BOTH"
"masc_jokes6.txt"	"216"	"You've got a lot of nerve"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_jokes6.txt"	"217"	"calling again!"""	"NONE"	"DYNAMIC"	"NONE"
"masc_jokes6.txt"	"218"	"The receiver slammed down hard."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"219"	"The father turned to his daughter"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"220"	"and said,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"221"	"""You see,"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_jokes6.txt"	"222"	"that was anger."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"223"	"Now I'll show you"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"224"	"what exasperation means."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"225"	"""He dialed the same number,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"226"	"and when a violent voice roared, ""Hello!"""	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"227"	"The father calmly said,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes6.txt"	"228"	"""Hello, this is Melvin."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes6.txt"	"229"	"Have there been any calls for me?"""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"0"	"Digging up the facts..."	"NONE"	"DYNAMIC"	"NONE"
"masc_jokes7.txt"	"1"	""	"NONE"	"NONE"	"NONE"
"masc_jokes7.txt"	"2"	"After digging to a depth of 100m last year, Russian scientists found traces of copper wiring"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"3"	"dating back 1000 years,"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"4"	"and came to the conclusion"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"5"	"that their ancestors already had a telephone network one thousand years ago."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"6"	"So as not to be outdone, in the weeks"	"STATIVE"	"NONE"	"NONE"
"masc_jokes7.txt"	"7"	"that followed, American scientists dug 200m, and headlines in the US newspapers"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"8"	"read:"	"STATIVE"	"BOTH"	"BOTH"
"masc_jokes7.txt"	"9"	"""US scientists have found traces of 2000 year old optical fibres,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"10"	"and have concluded"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"11"	"that their ancestors already had advanced high-tech digital telephone 1000 years earlier than the Russians."""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"12"	"One week later, the Irish press reported the following: ""After digging as deep as 500m, Irish scientists have found absolutely nothing."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"13"	"They have concluded"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"14"	"that 5000 years ago, their ancestors were already using mobile phones""."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"15"	""	"NONE"	"NONE"	"NONE"
"masc_jokes7.txt"	"16"	"Mr N. Mandela."	"NONE"	"NONE"	"NONE"
"masc_jokes7.txt"	"17"	""	"NONE"	"NONE"	"NONE"
"masc_jokes7.txt"	"18"	"Nelson Mandela is sitting at home"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"19"	"watching TV"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"20"	"and drinking a beer"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"21"	"when he hears a knock at the door."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"22"	"When he opens it,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"23"	"he is confronted by a little Chinese man,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"24"	"clutching a clipboard"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"25"	"and yelling,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"26"	"""You Sign!"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"27"	"You sign!"""	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"28"	"Behind him is an enormous truck full of car exhausts."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"29"	"Nelson is standing there in complete amazement,"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"30"	"when the Chinese man starts to yell louder."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"31"	"""You Sign!"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"32"	"You sign!"""	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"33"	"Nelson says to him,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"34"	"""Look,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"35"	"you've obviously got the wrong man"","	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_jokes7.txt"	"36"	"and shuts the door in his face."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"37"	"The next day he hears a knock at the door again."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"38"	"When he opens it, the little Chinese man is back with a huge truck of brake pads."	"DYNAMIC"	"STATIVE"	"BOTH"
"masc_jokes7.txt"	"39"	"He thrusts his clipboard under Nelson's nose, yelling,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"40"	"""You sign!"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"41"	"You sign!"""	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"42"	"Mr Mandela is getting a bit"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"43"	"hacked off by now,"	"NONE"	"NONE"	"NONE"
"masc_jokes7.txt"	"44"	"so he pushes the little Chinese man back,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"45"	"shouting:"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"46"	"""Look, go away!"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"47"	"You've got the wrong man!"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_jokes7.txt"	"48"	"I don't want them!"""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"49"	"Then he slams the door in his face again."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"50"	"The following day, Nelson is resting,"	"DYNAMIC"	"STATIVE"	"BOTH"
"masc_jokes7.txt"	"51"	"and late in the afternoon, he hears a knock on the door again."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"52"	"On opening the door, there is the same little Chinese man"	"DYNAMIC"	"STATIVE"	"BOTH"
"masc_jokes7.txt"	"53"	"thrusting a clipboard under his nose,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"54"	"shouting,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"55"	"""You sign!"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"56"	"You sign!"""	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"57"	"Behind him are TWO very large trucks full of car parts."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"58"	"This time Nelson loses his temper completely,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"59"	"he picks up the little man by his shirt front"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"60"	"and yells at him;"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"61"	"""Look,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"62"	"I don't want these!"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"63"	"Do you understand?"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_jokes7.txt"	"64"	"You must have the wrong name!"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"65"	"Who do you want to give these to?"""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"66"	"The little Chinese man looks at him very puzzled,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"67"	"consults his clipboard,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"68"	"and says, ""You not Nissan Main Dealer?"""	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"69"	""	"NONE"	"NONE"	"NONE"
"masc_jokes7.txt"	"70"	"Prefix La is feminine"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"71"	"Prefix Le is masculine"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"72"	"A language instructor was explaining to her class"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"73"	"that in French, nouns unlike their English counterparts, are grammatically designated as masculine or feminine."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"74"	"""House,"" in French, is feminine - ""la maison."""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"75"	"""Pencil,"" in French, is masculine ""le crayon."""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"76"	"One puzzled student asked,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"77"	"""What gender is Computer?"""	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"78"	"The teacher did not know,"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"79"	"and the word wasn't in her French dictionary."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"80"	"So for fun she split the class into two groups appropriately enough,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"81"	"by gender and asked them to decide"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"82"	"whether Computer should be a masculine or feminine noun."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"83"	"Both groups were required to give four reasons for their recommendation."	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"84"	"The boy's group decided"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"85"	"that computers should definitely be of the feminine gender (""la computer""), because:"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"86"	"1. No one but their creator understands their internal logic;"	"STATIVE"	"BOTH"	"BOTH"
"masc_jokes7.txt"	"87"	"2. The native language they use to communicate with other computers is incomprehensible to everyone else;"	"DYNAMIC"	"STATIVE"	"BOTH"
"masc_jokes7.txt"	"88"	"3. Even the smallest mistakes are stored in long-term memory for possible later retrieval; and"	"DYNAMIC"	"STATIVE"	"BOTH"
"masc_jokes7.txt"	"89"	"4. As soon as you make a commitment to one,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"90"	"you find yourself spending half your salary on accessories for it."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"91"	"The women's group, however, concluded"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"92"	"that computers should be masculine(""le computer""), because:"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"93"	"1. In order to get their attention,"	"NONE"	"NONE"	"NONE"
"masc_jokes7.txt"	"94"	"you have to turn them on;"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_jokes7.txt"	"95"	"2. They have a lot of data"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"96"	"but they are still clueless;"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"97"	"3. They are supposed to help you solve problems, but half the time"	"STATIVE"	"DYNAMIC"	"BOTH"
"masc_jokes7.txt"	"98"	"they ARE the problem; and"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"99"	"4. As soon as you commit to one,"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"100"	"you realize"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"101"	"that if you'd waited a little longer,"	"DYNAMIC"	"STATIVE"	"BOTH"
"masc_jokes7.txt"	"102"	"you could have gotten a better model."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"masc_jokes7.txt"	"103"	""	"NONE"	"NONE"	"NONE"
"masc_jokes7.txt"	"104"	"WHY WE LOVE CHILDREN:"	"STATIVE"	"STATIVE"	"STATIVE"
"masc_jokes7.txt"	"105"	"A small boy is sent to bed by his father."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
